reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,cleaned_review,polarity,subjectivity,rating
c633b6ba-181f-4ac5-8236-d8d7893b26a9,Uteesh Kumar,https://play-lh.googleusercontent.com/a-/ACB-R5RnElnKkpGZen4RykPNmMpZ9nOYD_g9pCkdjAo4,Lot's of bugs i m facing from last 2 updates and yes sometimes payment get failed it's very annoying for me very poor it's stuck again and again when I open the app🤧 it's totally down my experience on fampay if developer can't fix this problems then I switch to other app 😤😒,1,0,3.1.1,2023-04-21 09:01:41,,,lot s of bugs i m facing from last   updates and yes sometimes payment get failed it s very annoying for me very poor it s stuck again and again when i open the app  it s totally down my experience on fampay if developer can t fix this problems then i switch to other app   ,-0.32865079365079364,0.4729365079365079,1
122c0bb3-d675-4948-8888-f264983da46b,Anand Kumar Mishra,https://play-lh.googleusercontent.com/a/AGNmyxbYpE5hj__4-8VckQd_CDpa1FpJj73LZq6VXNYe=mo,FamPay Login Problem,1,0,2.9.9,2023-03-26 08:50:42,"
Hi Anand, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!",2023-03-29 02:46:48,fampay login problem,0.0,0.0,1
c15249aa-aebc-46d5-bd0f-0f3b4e5c61fa,Santosh Panwar,https://play-lh.googleusercontent.com/a/AGNmyxYJbedYl_GAti_2am0NhWda1sTFYwjdXp6Bucsk=mo,Today a update come and I update the app and then my upi id and qr code is not working and now from morning I can't do a payment . Please fampay solve this problem.,1,0,,2023-02-15 17:57:18,,,today a update come and i update the app and then my upi id and qr code is not working and now from morning i can t do a payment   please fampay solve this problem ,0.0,0.0,1
81defa50-802c-4d28-918e-728a73498ada,Darji Jasvantbhai,https://play-lh.googleusercontent.com/a-/ACB-R5T1e9-5xXazH3xemHpFIOXvGscwKt8EuW6x-8jodXM,The money got lost My dad transferred ₹300 but it didn't reach to me Can you please help me,1,0,2.0.8,2022-09-02 21:07:03,"
Hi Darji, we regret to note the dissatisfactory experience you have had. We
would like to fix the same on priority. Could you please drop us an email at sonam@fampay.in, we shall do everything in our power to turn this around!
",2022-09-02 23:29:19,the money got lost my dad transferred      but it didn t reach to me can you please help me,0.0,0.0,1
ed15a7f7-6f55-44fe-af1a-71a335ae1c60,Danya Singh VII F,https://play-lh.googleusercontent.com/a/AGNmyxZ9RwMN38asfUQQ9vGCGr4jQQXFMaH5SBTctI9E=mo,When I am going to the page of aadhar verification it's loading since 10-15 minutes....and this was very disappointed to ne,1,0,,2021-04-05 12:10:37,,,when i am going to the page of aadhar verification it s loading since       minutes    and this was very disappointed to ne,-0.9750000000000001,0.9750000000000001,1
c6342958-1752-4c81-bc93-be2f4743334f,Jayanto Narzari,https://play-lh.googleusercontent.com/a-/ACB-R5TBmfXwL3sZZvUNvB2y-GX30cq0gSUxDT2SKMAJ,Worst app ever,1,0,2.2.3,2022-12-24 11:37:25,,,worst app ever,-1.0,1.0,1
578ec0ef-208b-46db-88b6-2345e161ff5d,AZAD GAMING,https://play-lh.googleusercontent.com/a-/ACB-R5QZYueX4OIp7AXLirjohfvk4c5lO3GasVBCe3Tj3w,all good,1,0,2.0.2,2022-07-19 09:03:40,"
Hi there, we're sorry for the unpleasant experience. Please share your concern along with your registered mobile number via email at  sonam@fampay.in so that we can look into this & assist you better.

",2022-07-19 14:50:24,all good,0.7,0.6000000000000001,1
1e8ac02d-2991-4628-874f-3f6adbf34a09,Royzstar,https://play-lh.googleusercontent.com/a-/ACB-R5S45M67PIHIKr1FYW4ih6YOQAmzEoK44vo0a1np,Cannot pay through upi😑☹️,1,0,1.5.8,2021-11-25 10:24:34,"
Hi there, we understand that you want to register for UPI. We also can't wait for you to experience it. UPI registrations have been paused temporarily. We will notify you once it's up again. Appreciate your patience and understanding until this is resolved.😊 For Any further assistance drop us an email at sonam@fampay.in",2021-11-25 10:37:47,cannot pay through upi   ,0.0,0.0,1
88bc3ce1-ba26-49d8-8835-93ada15989ab,Karan Kaushik,https://play-lh.googleusercontent.com/a-/ACB-R5QpN7L8ORU5ZnzR8_Kt_ZM5H-UFBVqM062p87G1jg,Very Bad Service.. My Card Details are not showing since last week. Please make it quick. See new user's.,1,0,2.2.3,2022-12-18 18:45:36,,,very bad service   my card details are not showing since last week  please make it quick  see new user s ,-0.11007575757575752,0.471969696969697,1
5a41cd3d-5166-4b2a-80a6-de0d46979c86,Aryan Rajput,https://play-lh.googleusercontent.com/a/AGNmyxYbQEUxz1dkIOV1ZTVKVGZrACsoOJzN1isrxSr5=mo,Upi not available froud and bad app,1,0,1.6.2,2021-10-20 17:12:48,"
Hi Aryan, we understand that you want to register for UPI. We also can't wait for you to experience it. UPI registrations have been paused temporarily. We will notify you once it's up again. Appreciate your patience and understanding until this is resolved.😊 For Any further assistance drop us an email at Support@fampay.in




",2021-10-20 17:46:53,upi not available froud and bad app,-0.44999999999999996,0.5333333333333333,1
f3610ae5-db11-41a4-8bfc-f3a01a48396c,Nulakala Lakshmi naidu,https://play-lh.googleusercontent.com/a/AGNmyxakjeTdnvVPRXRaJY2dcxkG3rnLUtkk2UMG162t=mo,The upi is not working and its very bad exprience .,1,1,1.2.9,2021-05-11 22:17:34,"Hello there. We are proactively working on resolving this issue and would appreciate your patience as we work on improving your experience with us. Until then, kindly use your FamCard (both physical and virtual) for all your payments. We guarantee the pay Thank you for choosing FamPay!",2021-05-12 14:46:10,the upi is not working and its very bad exprience  ,-0.9099999999999998,0.8666666666666667,1
19db5be1-aced-44ae-8ab3-be93ba09e569,Beg4Mercy Gaming,https://play-lh.googleusercontent.com/a-/ACB-R5TACEqBzmAHAsBNVH1AnD4n2XMuoVK3NwsABXdh,Upi is Not Working From Past 3 days,1,0,2.8.5,2023-02-08 09:19:44,,,upi is not working from past   days,-0.25,0.25,1
524d226a-d223-4f34-b379-4c4015780c70,Aayush sen,https://play-lh.googleusercontent.com/a/AGNmyxbJlFXRP3mEE3BhHNXmQxyhVvx9uEC6pHGdphJc=mo,very bad,1,0,2.2.3,2022-11-30 14:37:10,,,very bad,-0.9099999999999998,0.8666666666666667,1
1c85c4a7-6638-4834-8eb5-6e64494760ad,AMIT KUMAR,https://play-lh.googleusercontent.com/a-/ACB-R5R13Ovwim0J-3Uy4mHRqAEt691Cu_xKt45X1Mg,Location problem solve please,1,0,2.8.7,2023-02-11 13:51:15,,,location problem solve please,0.0,0.0,1
fd5a9249-8691-447a-9e3c-313a08ba9607,Kusum Orilal,https://play-lh.googleusercontent.com/a/AGNmyxa7TqAVWnZTXzSqqWKExImZYPwGFvRa7StTX2a3=mo,My UPI was not restoring pls help to restore my UPI,1,0,2.2.3,2022-12-02 15:28:44,"
Hi Kusum, we apologise for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!


",2022-12-02 15:35:34,my upi was not restoring pls help to restore my upi,0.0,0.0,1
2874a955-ccc5-4486-b174-a89c790d3ae1,Subhasrita Senapati,https://play-lh.googleusercontent.com/a-/ACB-R5QmIBhIxKJi2mQP-z7QFIiHypHCOvzeTZlEm81Skg,My problem is that I have just written the date of birth wrong and now I can't even change it and I can't even use this app and I had some bonus money also and I also had lots of expectations with this app I think I can never my account which I can use for Money transaction until I will turn 18+😡😡👎👎🥺😭😔,1,0,2.1.7,2022-11-17 15:21:33,"
Hi Subhasrita, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!


",2022-11-17 23:01:36,my problem is that i have just written the date of birth wrong and now i can t even change it and i can t even use this app and i had some bonus money also and i also had lots of expectations with this app i think i can never my account which i can use for money transaction until i will turn           ,-0.5,0.9,1
61c1529c-9392-4eee-b67c-918b5ce7475a,Ashish G,https://play-lh.googleusercontent.com/a/AGNmyxYG6GvUUHC3OTaKHsSVM582IWinBEyg3aTzcw9h=mo,This is batter app but my num 701724*****wan not joined so this is bad app ever,1,0,2.2.7,2023-01-24 20:20:57,,,this is batter app but my num            wan not joined so this is bad app ever,-0.44999999999999996,0.4083333333333333,1
73495b90-c522-428d-b030-1fcbe7b6b5aa,Rohan Baba,https://play-lh.googleusercontent.com/a/AGNmyxZgYjKrrpRK8BcPKo4A94r0xOUguTmqVbI-Dhxm=mo,Not open bhout din se bss waiting hi aa rha ha😕,1,0,2.9.3,2023-02-24 18:12:36,,,not open bhout din se bss waiting hi aa rha ha ,0.0,0.5,1
af9c2a77-7099-4d9a-bb0d-7e5a98de11a2,Aaditya Badajena,https://play-lh.googleusercontent.com/a-/ACB-R5Q9YBuyIWwoAS-SMDAY_zYT1PY7d6i1uco6Xe2T,Gandu app,1,0,1.5.6,2021-08-28 14:49:53,,,gandu app,0.0,0.0,1
e204d668-ed88-4395-9daf-2492b0b98356,Granth Mall,https://play-lh.googleusercontent.com/a-/ACB-R5Q1kH1FUsO_64-YZJ-MCgpGzuTwujntXqiz_U12,It always crashes when I try to verify my adhar card,1,0,2.9.6,2023-02-28 23:37:54,"Hi, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!",2023-03-01 12:26:35,it always crashes when i try to verify my adhar card,0.0,0.0,1
fcf82dd3-4d0e-4e8e-b87a-c8b280fa0255,521 Bharath Bradly,https://play-lh.googleusercontent.com/a/AGNmyxbjMnV46YubXJDjYnlZry_8pPIMCXry-Frs1dP6=mo,When will u do the UPI available can't wait iam wait for 6 months iam going to unistall,1,0,,2022-01-25 14:06:59,"
Hi Bharath, we understand that you want to register for UPI. We're working on the UPI and it may take slightly longer. While we cannot give you a date right now, we promise we'll have it back soon.😊 For any further assistance drop us an email at sonam@fampay.in

",2022-01-25 14:11:18,when will u do the upi available can t wait iam wait for   months iam going to unistall,0.4,0.4,1
6fde6fd1-00b1-4314-b8b2-fe6a9f1b6bbe,Shreyash Kedari,https://play-lh.googleusercontent.com/a/AGNmyxbd5PbZEVPTBsO4xoG-2u6tNvnMApUKwU7QwnMa=mo,Worst app ever my money got stuck in this app fraud app 😡😡,1,0,,2023-04-14 08:56:58,,,worst app ever my money got stuck in this app fraud app   ,-1.0,1.0,1
2fc0a47c-57db-4eae-b256-3ae94be47171,Bhaiya Rathod,https://play-lh.googleusercontent.com/a/AGNmyxYUyMF0QW88KapoD-PrgE14EAxhZRIuThiRPeQl=mo,Bandu,1,0,,2022-12-21 13:53:58,,,bandu,0.0,0.0,1
70de519c-9eb4-47d3-9398-230fdbd4bb12,Shreyash kirar,https://play-lh.googleusercontent.com/a/AGNmyxZCsCOg5tp63jNQUuKWqaSGtokIDHyZ13bObtic=mo,😡😡app glitch ho tha re tha ha mere 7strick ha or 10 save he nhi ho re ha seem some things is not right ye he dika tha ha,1,0,2.2.6,2022-12-27 05:38:23,,,  app glitch ho tha re tha ha mere  strick ha or    save he nhi ho re ha seem some things is not right ye he dika tha ha,-0.3214285714285714,0.5178571428571428,1
0d4c1f20-84c1-40d1-91b3-9520c9bb4d22,Praveen Patra,https://play-lh.googleusercontent.com/a/AGNmyxblt5kc1GOeTKzsQms5grrGrtLp0oq11EhIh9eyJA=mo,In all the location it is not present,1,0,,2022-06-19 07:53:26,"
Hi there, we're sorry to hear that. We'd like to understand the issue and help you with it. Kindly write to us with details of our issue and your registered mobile number at  sonam@fampay.in, We will check and get back to you on this.

",2022-06-19 13:43:37,in all the location it is not present,0.0,0.0,1
f61a0d13-5854-4efe-ae9a-2aa4638e664d,Deep Jangra,https://play-lh.googleusercontent.com/a-/ACB-R5SO854bwqdVXfOcsTg6Rt2duMF1Q7jfIfFLh0bElQ,Everytime it stuck on payment Processing and say our best minds are working on it. I think there best minds are lazy . When I open app UPI services are always down. What i do when i need online payment process and it say ( Abhi nahi kal aana 😂😂),1,0,2.8.5,2023-02-07 12:23:00,,,everytime it stuck on payment processing and say our best minds are working on it  i think there best minds are lazy   when i open app upi services are always down  what i do when i need online payment process and it say   abhi nahi kal aana    ,0.3188888888888889,0.47777777777777775,1
79abff84-f74a-41b0-b4b9-5a9aa1ec511f,GUDDU VISHWAKARMA,https://play-lh.googleusercontent.com/a/AGNmyxZTm5W2iuTR7Daxi7nukmZfN_HAn1LYNlopHb_k=mo,Frame per good app,1,0,2.8.7,2023-02-11 11:46:20,"
Hello there, we would like to take a closer look at your concern and assist you, so please email support@fampay.in with the issue you have encountered and we will be happy to assist you accordingly",2023-04-13 13:35:29,frame per good app,0.7,0.6000000000000001,1
34c8ebd7-aa9f-43ed-8128-5371257f5088,Jayadev Mallik,https://play-lh.googleusercontent.com/a-/ACB-R5SUoDuUjR2252fHFYZW0QRdY1dXcJdThTXtbXi9sw,Every time technical issue in this application. I can't use this. All time ask update. 1 month 5 times update. 😡😡 Useless application,1,0,2.9.0,2023-02-17 08:00:20,,,every time technical issue in this application  i can t use this  all time ask update    month   times update     useless application,-0.25,0.15000000000000002,1
a1f12fe3-4dfa-46fc-80bc-c1729d932173,Piyush Padhi,https://play-lh.googleusercontent.com/a/AGNmyxYVjagPhUGQjV23eipihHOxEPxsJAkln6flqHsN=mo,I tried scan my parent aadhar after some processing it shows from starting pan card then aadhar scan,1,0,,2023-03-18 20:20:42,"
Hi Piyush, we're sorry to hear that. We'd like to understand the issue and help you with it. Kindly write to us with details of our issue and your registered mobile number at  sonam@fampay.in, We will check and get back to you on this.",2023-03-23 19:02:17,i tried scan my parent aadhar after some processing it shows from starting pan card then aadhar scan,0.0,0.1,1
0604206a-e750-4617-b987-ab26d5b7099c,Kishorbhai Dhameliya,https://play-lh.googleusercontent.com/a-/ACB-R5StJWo0mVXLGZao7lcVKquwZbPD8l5cTfyCm9MK5A,"Its server does not work when needed and most of the time you cannot send money to anyone, what is the use of such an app?",1,0,,2022-12-25 18:53:26,,,its server does not work when needed and most of the time you cannot send money to anyone  what is the use of such an app ,0.25,0.5,1
144c11f6-848a-42e6-b0b2-ea092c62d760,Rajan Kashyap,https://play-lh.googleusercontent.com/a-/ACB-R5TCI9HvHfZxOY0WdSB9FXgEddcGZgCVFbYbJlsJpA,Payment not received,1,0,,2022-10-09 15:27:30,,,payment not received,0.0,0.0,1
5827bce7-5b49-474e-aea6-7c1ef43437a9,Jeevan Jaikumar,https://play-lh.googleusercontent.com/a-/ACB-R5RctYZ8-7Q1wTQVvBjs-L1H7_qMa7WibLSir-VoQA,UPI gone for good,1,0,1.6.2,2021-10-07 07:16:46,,,upi gone for good,0.7,0.6000000000000001,1
29025e0b-2324-42d0-b924-676e9334b34c,Aditya Raj,https://play-lh.googleusercontent.com/a-/ACB-R5RHo2Wu4pm4m8lATpvAU1Dqwhay3YMZWGwGXEXJEg,It just stuck on give permission page and shows some error occurred I give all permission from settings reinstall app nothing happens,1,1,1.5.6,2021-08-30 20:25:50,,,it just stuck on give permission page and shows some error occurred i give all permission from settings reinstall app nothing happens,0.0,0.0,1
3e01ef25-fe3b-4a96-a66f-943e7e11cc68,Shahnawaz Hussain,https://play-lh.googleusercontent.com/a-/ACB-R5QUSZh1ttcNmNdV6uptsCX9oN69qM1Ot-IrElh-,Very beautiful app,1,0,1.8.3,2022-04-03 10:45:51,"
Hi Shahnawaz, if you are happy with the experience using FamPay, we encourage you to share a 5-star review. It will go a long way in motivating us to do better. If you have any further feedback or suggestions for us, feel free to write to us at  sonam@fampay.in, we would love to hear from you!",2022-04-03 17:01:30,very beautiful app,1.0,1.0,1
f12d5ef1-9879-4723-8d61-e9eb614ff2db,Lokesh Tamrakar,https://play-lh.googleusercontent.com/a/AGNmyxY095iVUJaQMnr7DDnJld1EZksuochrkdYZpGm3=mo,Ni Ninb,1,0,2.2.6,2023-01-13 13:44:31,"
Hi Lokesh, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!",2023-01-13 21:13:50,ni ninb,0.0,0.0,1
bfe11c1f-340f-4962-a5c6-3f3bc60601d1,Satwik Chaurasia,https://play-lh.googleusercontent.com/a-/ACB-R5T9KvSAaPb-JHIUP6ur7AWOlFfaxlVlE7uuDWAYwQ,I'm a new user of fampay. 3 days ago I recieved my fampay card then I installed fampay app and when I logined and entered all the details for registration the app was not working properly at all. But after some time the app was working then I added the money to my fampay card but when I'm trying to make my payments on any platform all the payments are being failed . I cannot pay anywhere it feels so disgusting. Multiple times I have asked to help and complained but nothing came up.,1,3,1.7.7,2022-03-03 11:51:54,"
Hi Satwik, we regret to note the dissatisfactory experience you have had. We would like to fix the same on priority. Could you please drop us an email at  sonam@fampay.in, we shall do everything in our power to turn this around!


",2022-03-03 11:56:37,i m a new user of fampay    days ago i recieved my fampay card then i installed fampay app and when i logined and entered all the details for registration the app was not working properly at all  but after some time the app was working then i added the money to my fampay card but when i m trying to make my payments on any platform all the payments are being failed   i cannot pay anywhere it feels so disgusting  multiple times i have asked to help and complained but nothing came up ,-0.2772727272727273,0.34242424242424246,1
1053ff8f-2f94-484e-b243-eeffbf23c061,Asmit Gaur,https://play-lh.googleusercontent.com/a-/ACB-R5Qp-wGN-S0BzxssFJKE6mjdx-ojqo-BVkBvYqf0cQ,Iske server ni aate koi fayda ni b iska mtt kro install,1,0,,2023-01-24 18:02:15,,,iske server ni aate koi fayda ni b iska mtt kro install,0.0,0.0,1
c86996bf-f0ec-42ad-8838-0dd36e6bee79,Rupesh Gautam,https://play-lh.googleusercontent.com/a-/ACB-R5R1xFqNoiSdyAXL3tsunCw9qiANxHF91WXYzW6r,hh,1,0,1.9.0,2022-05-28 08:07:50,"
Hi there, we regret to note the dissatisfactory experience you have had. We would like to fix the same on priority. Could you please drop us an email at  sonam@fampay.in, we shall do everything in our power to turn this around!

",2022-05-28 11:30:33,hh,0.0,0.0,1
53d5e45b-a91d-4cf5-88ad-84cf36268e1d,Prajwal Karkhile,https://play-lh.googleusercontent.com/a-/ACB-R5R06OSzs0BNZ3wZBy_gtcGx6xAFW7EA0VBBiVlZdA,Why UPI is not available please available fast,1,0,1.4.7,2021-07-16 17:28:21,"Hi Prajwal! We're very sorry for the issue that you are facing. As we work on solving the same, kindly consider making your payments using your FamCard - both the physical and the virtual card which can be found in your app. We guarantee your payments shall go through! Thank you for your patience.
",2021-07-19 22:20:50,why upi is not available please available fast,0.13333333333333333,0.4666666666666666,1
b763d9a0-40c9-4b6a-bd6a-e0a7adba7692,Gentle man Cadet GC,https://play-lh.googleusercontent.com/a-/ACB-R5SP_aT1a_IA_gk-qrXDcPhIXNei4f6KYqV1D29SLg,When I was ordering my card it shows everytime not available in your area I was very disappointed 😤😤😤,1,0,1.2.2,2022-07-01 10:32:12,"
Hi I'm, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!

",2022-07-01 11:01:20,when i was ordering my card it shows everytime not available in your area i was very disappointed    ,-0.5875,0.6875,1
50adb25b-6ddb-455e-b337-bd55e5b9fbac,Ankit Kurmi,https://play-lh.googleusercontent.com/a-/ACB-R5SDwROzIMPdVsvKT1yXahxkmpeoUwJWpAHLLMcC,Account but not credit 👺,1,0,2.2.7,2023-01-05 19:29:11,,,account but not credit  ,0.0,0.0,1
4213c2a1-7650-4d40-9661-357eb109eebb,Vipin Nawal,https://play-lh.googleusercontent.com/a/AGNmyxZfcpTD5yhVWQIYfmIH63SID9BzYObGEeoJIT9z=mo,Server down,1,0,,2023-01-29 18:21:25,,,server down,-0.15555555555555559,0.2888888888888889,1
bff59e15-c6d3-4b98-955b-1d8309c40d2a,Saksham Shukla,https://play-lh.googleusercontent.com/a/AGNmyxai6ucVFylCmNmBXEoLLuOs4ubRsXdh2TXUBf3G=mo,UPI pay problem How to pay UPI plz solve UPI problem,1,0,,2022-05-04 11:25:24,"
Hi Saksham,  we understand that you want to register for UPI. We're working on the UPI and it may take slightly longer. While we cannot give you a date right now, we promise we'll have it back soon. 😊 For Any further assistance drop us an email at  sonam@fampay.in




",2022-05-04 11:30:52,upi pay problem how to pay upi plz solve upi problem,0.0,0.0,1
